level_0,address,address_norm,latitude,longitude,district,area,index
65568,"Железнодорожный (Балашиха), д. Павлино, д. 69","железнодорожный , д. павлино, д. 69",55.729412,37.961358,,,60817.0
65569,"ул. Богданова, 52, корп. 2","улица богданова, 52, корпус 2",55.649413,37.397494,,,60818.0
65570,"ул. Клары Цеткин, д. 33, корп. 25","улица клары цеткин, д. 33, корпус 25",55.827419,37.513206,,,60819.0
65571,"шоссе Энтузиастов, д. 38","шоссе энтузиастов, д. 38",55.755419,37.738989,,,60820.0
65572,"ул. Введенского, д. 1, стр. 23","улица введенского, д. 1, стр 23",55.646182,37.55381,,,60821.0
65573,"п. Воскресенское, проезд Чечерский, д. 130","поселок воскресенское, проезд чечерский, д. 130",55.522898,37.514266,,,60822.0
65574,"ул. Верхняя Первомайская, д. 5","улица верхняя первомайская, д. 5",55.799512,37.779152,,,60823.0
65575,"Наро-Фоминск, Наро-Фоминский район, д. Щекутино, комплекс Зорька","наро-фоминск, наро-фоминский район, д. щекутино, комплекс зорька",55.328279,36.701893,,,60824.0
65576,"Серпухов, ул. Ворошилова, д. 70","серпухов, улица ворошилова, д. 70",,,,,60825.0
65577,"Мытищи, ул. Борисовка, д. 18","мытищи, улица борисовка, д. 18",55.916542,37.710153,,,60826.0
65578,"проезд Высоковольтный, д. 1, корп. 3","проезд высоковольтный, д. 1, корпус 3",55.87339,37.59127,,,60827.0
65579,"ул. Архитектора Власова, д. 6","улица архитектора власова, д. 6",55.67961,37.550333,,,60828.0
65580,"ул. Яблочкова, д. 3а, стр. 1","улица яблочкова, д. 3а, стр 1",55.814032,37.579645,,,60829.0
65581,"просп. Вернадского, д. 101, корп. 4","пр-т вернадского, д. 101, корпус 4",55.664197,37.489284,,,60830.0
65582,"ул. Таежная, д. 1","улица таежная, д. 1",,,,,60831.0
65583,"Бескудниковский бульвар, д. 20, корп. 5","бескудниковский бул, д. 20, корпус 5",55.865419,37.560098,,,60832.0
65584,"Подольск, ул. Кирова, д. 38","подольск, улица кирова, д. 38",55.42942,37.536832,,,60833.0
65585,"Сиреневый бульвар, д. 8","сиреневый бул, д. 8",55.802002,37.778658,,,60834.0
65586,"шоссе Головинское, д. 8, корп. 3","шоссег. оловинское, д. 8, корпус 3",55.837646,37.491467,,,60835.0
65587,"ул. Средняя Первомайская, д. 50, корп. 1","улица средняя первомайская, д. 50, корпус 1",55.795074,37.818004,,,60836.0
65588,"ул. Александра Солженицына, д. 17, стр. 1","улица александра солженицына, д. 17, стр 1",55.743801,37.6615,,,60837.0
65589,"ул. Верхняя Красносельская, д. 1","улица верхняя красносельская, д. 1",55.786207,37.659299,,,60838.0
65590,"1-й Смоленский переулок, д. 21","1-й смоленский переулок, д. 21",55.74905,37.579241,,,60839.0
65591,"ул. Маршала Бирюзова, д. 22, к. 2","улица маршала бирюзова, д. 22, корпус 2",55.796486,37.490074,,,60840.0
65592,"ул. Старокачаловская, д. 8","улица старокачаловская, д. 8",55.56926,37.589464,,,60841.0
65593,"Хорошёвское шоссе, д. 66","хорошёвское шоссе, д. 66",55.777955,37.527759,,,60842.0
65594,"Орехово-Зуево, ул. Шулайкиной, д. 3","орехово-зуево, улица шулайкиной, д. 3",,,,,60843.0
65595,"ул. Новаторов, д. 6","улица новаторов, д. 6",55.668396,37.523339,,,60844.0
65596,"ул. Недорубова, д. 2","улица недорубова, д. 2",55.698635,37.929908,,,60845.0
65597,"бульвар Ореховый, д. 28","бул ореховый, д. 28",55.616554,37.76407,,,60846.0
65598,"Липецк, ул. Кузнечная 10А","липецк, улица кузнечная 10а",,,,,60847.0
65599,"ул. Габричевского, д. 5, корп. 10","улицаг. абричевского, д. 5, корпус 10",55.815059,37.454663,,,60848.0
65600,"Люберцы, ул. Колхозная, д. 22","люберцы, улица колхозная, д. 22",55.699776,37.860216,,,60849.0
65601,"Щёлково, ул. Фабричная, д. 1","щёлково, улица фабричная, д. 1",55.913974,38.012705,,,60850.0
65602,"ул. Новороссийская, д. 25, корп. 1","улица новороссийская, д. 25, корпус 1",55.672453,37.761599,,,60851.0
65603,"ул. Малая Пироговская, д. 1а","улица малая пироговская, д. 1а",55.731288,37.57616,,,60852.0
65604,"Зеленоград, г. Зеленоград, корп. 1506","зеленоград,г. зеленоград, корпус 1506",55.981726,37.149343,,,60853.0
65605,"ул. Митинская, д. 57","улица митинская, д. 57",55.855441,37.35212,,,60854.0
65606,"Ярославское шоссе, д. 116, корп. 1","ярославское шоссе, д. 116, корпус 1",55.867076,37.708841,,,60855.0
65607,"ул. Маршала Захарова, д. 10, корп. 1","улица маршала захарова, д. 10, корпус 1",,,,,60856.0
65608,"Большой Афанасьевский переулок, д. 11-13","большой афанасьевский переулок, д. 11-13",55.746213,37.59683,,,60857.0
65609,"ул. Красноказарменная, д. 9","улица красноказарменная, д. 9",55.758139,37.697738,,,60858.0
65610,"п. Внуковское, ул. Летчика Грицевца, д. 14","поселок внуковское, улица летчикаг. рицевца, д. 14",55.624652,37.313223,,,60859.0
65611,"Владимир, ул. Добросельская, д. 176","владимир, улица добросельская, д. 176",,,,,60860.0
65612,"Вернадского проспект, д. 9/10","вернадского пр-т, д. 9/10",55.69076,37.53252,,,60861.0
65613,"ул. Кожевническая, д. 10, стр. 1","улица кожевническая, д. 10, стр 1",55.729245,37.645411,,,60862.0
65614,"Осенний бульвар, д. 16, корп. 1","осенний бул, д. 16, корпус 1",55.760474,37.408507,,,60863.0
65615,"ул. Маленковская, д. 14, корп. 3","улица маленковская, д. 14, корпус 3",55.789699,37.672621,,,60864.0
65616,"Мытищи, ул. Борисовка, д. 16","мытищи, улица борисовка, д. 16",55.915952,37.710243,,,60865.0
65617,"Люберцы, ул. Мира, д. 6","люберцы, улица мира, д. 6",55.660587,37.910172,,,60866.0
65618,"Зубовский бульвар, д. 13","зубовский бул, д. 13",55.735702,37.592222,,,60867.0
65619,"пр-т Вернадского, д. 105, корп. 4","пр-т вернадского, д. 105, корпус 4",55.663639,37.486679,,,60868.0
65620,"Рублевское шоссе, д. 95, корп. 1","рублевское шоссе, д. 95, корпус 1",55.741576,37.425584,,,60869.0
65621,"просп. 60-летия Октября, д. 3, корп. 2","пр-т 60-летия октября, д. 3, корпус 2",55.705889,37.58287,,,60870.0
65622,"ул. Кулакова, д. 16, корп. 1","улица кулакова, д. 16, корпус 1",55.807248,37.394449,,,60871.0
65623,"ул. 1-я Владимирская, д. 27, корп. 2","улица 1-я владимирская, д. 27, корпус 2",55.753899,37.779278,,,60872.0
65624,"Дзержинский, ул. Угрешская, д. 32","дзержинский, улица угрешская, д. 32",55.632047,37.867052,,,60873.0
65625,"Шмитовский проезд, д. 16, стр. 2","шмитовский проезд, д. 16, стр 2",55.758093,37.547279,,,60874.0
65626,"ул. 3-я Фрунзенская, д. 7","улица 3-я фрунзенская, д. 7",55.719992,37.576942,,,60875.0
65627,"ул. Большая Черкизовская, д. 9а","улица большая черкизовская, д. 9а",55.797878,37.722307,,,60876.0
65628,"Озерковская набережная, д. 4","озерковская набережная, д. 4",55.742402,37.635691,,,60877.0
65629,"Армянский переулок, д. 1/8, стр. 2","армянский переулок, д. 1/8, стр 2",55.761188,37.635027,,,60878.0
65630,"ул. Верхняя Радищевская, д. 12/19, стр. 1","улица верхняя радищевская, д. 12/19, стр 1",55.744282,37.648879,,,60879.0
65631,"ул. Фадеева, д. 4а","улица фадеева, д. 4а",55.774872,37.601609,,,60880.0
65632,"ул. Касаткина, д. 9","улица касаткина, д. 9",55.826079,37.659596,,,60881.0
65633,"г. Московский, 3 микрорайон, д. 10","г. московский, 3 микрорайон, д. 10",55.595699,37.343407,,,60882.0
65634,"ул. Нежинская, д. 3","улица нежинская, д. 3",55.717026,37.476968,,,60883.0
65635,"ул. Голубинская, д. 2","улицаг. олубинская, д. 2",55.610799,37.516404,,,60884.0
65636,"ул. Нижняя Первомайская, д. 81","улица нижняя первомайская, д. 81",55.791926,37.821759,,,60885.0
65637,"просп. Ленинский, д. 67, корп. 2","пр-т ленинский, д. 67, корпус 2",,,,,60886.0
65638,"проезд Шмитовский, д. 39, корп. 2","проезд шмитовский, д. 39, корпус 2",55.754066,37.524731,,,60887.0
65639,"ул. Крылатские холмы, д. 5","улица крылатские холмы, д. 5",55.748376,37.423617,,,60888.0
65640,"ул. Дениса Давыдова, д. 7","улица дениса давыдова, д. 7",,,,,60889.0
65641,"Малый Каретный переулок, д. 5","малый каретный переулок, д. 5",55.771332,37.613269,,,60890.0
65642,"ул. Академика Зелинского, д. 38, корп. 8","улица академика зелинского, д. 38, корпус 8",55.705564,37.571408,,,60891.0
65643,"Фурманный переулок, д. 18","фурманный переулок, д. 18",55.764855,37.651538,,,60892.0
65644,"ул. Азовская, д. 20, корп. 2","улица азовская, д. 20, корпус 2",55.655412,37.596893,,,60893.0
65645,"просп. Ломоносовский, д. 29, корп. 2","пр-т ломоносовский, д. 29, корпус 2",55.702307,37.515093,,,60894.0
65646,"проезд Старопетровский, д. 7А, корп. 19","проезд старопетровский, д. 7а, корпус 19",55.825482,37.498716,,,60895.0
65647,"Старопетровский проезд, д. 8","старопетровский проезд, д. 8",55.823201,37.504331,,,60896.0
65648,"Зеленоград, Зеленоград, корп. 805, стр. 1","зеленоград, зеленоград, корпус 805, стр 1",55.978936,37.19063,,,60897.0
65649,"ул. Руставели, д. 4, корп. 1","улица руставели, д. 4, корпус 1",55.81217,37.587102,,,60898.0
65650,"ул. Гарибальди, д. 36","улицаг. арибальди, д. 36",55.668447,37.559856,,,60899.0
65651,"ул. Петровка, д. 26, корп. 4","улица петровка, д. 26, корпус 4",55.766689,37.617006,,,60900.0
65652,"п. Сосенское, бульвар Веласкеса, д. 7, корп. 4","поселок сосенское, бул веласкеса, д. 7, корпус 4",55.59397,37.45972,,,60901.0
65653,"Хохловский пер., д. 4","хохловский переулок, д. 4",55.754866,37.642195,,,60902.0
65654,"Видное, ул. Строительная, д. 27","видное, улица строительная, д. 27",55.552856,37.703352,,,60903.0
65655,"Бескудниковский переулок, д. 5А","бескудниковский переулок, д. 5а",55.864101,37.55778,,,60904.0
65656,"бульвар Симферопольский, д. 24, корп. 4","бул симферопольский, д. 24, корпус 4",55.646325,37.602166,,,60905.0
65657,"Жуковский, ул. Гагарина, д. 4","жуковский, улицаг. агарина, д. 4",55.599184,38.111897,,,60906.0
65658,"Петровско-Разумовская аллея, д. 4","петровско-разумовская аллея, д. 4",55.791673,37.567042,,,60907.0
65659,"ул. Островитянова, д. 11","улица островитянова, д. 11",55.641193,37.50169,,,60908.0
65660,"Челябинск, ул. Блюхера, д. 42","челябинск, улица блюхера, д. 42",,,,,60909.0
65661,"шоссе Энтузиастов, д. 11а, корп. 3","шоссе энтузиастов, д. 11а, корпус 3",55.753266,37.714411,,,60910.0
65662,"Воскресенск, ул. Железнодорожная, д. 2","воскресенск, улица железнодорожная, д. 2",,,,,60911.0
65663,"б-р Перервинский, д. 4, корп. 2","б-р перервинский, д. 4, корпус 2",55.662065,37.762767,,,60912.0
65664,"Лыткарино, квартал 3А, д. 1","лыткарино, квартал 3а, д. 1",55.583973,37.910369,,,60913.0
65665,"ул. Сходненская, д. 13","улица сходненская, д. 13",55.840619,37.438224,,,60914.0
65666,"ул. Россолимо, д. 11, стр. 5","улица россолимо, д. 11, стр 5",55.733868,37.581352,,,60915.0
65667,"Ленинский просп., д. 45","ленинский пр-т, д. 45",55.703033,37.573312,,,60916.0
65668,"ул. Днепропетровская, д. 1","улица днепропетровская, д. 1",55.621287,37.607008,,,60917.0
65669,"Одинцово, ул. Триумфальная, д. 4","одинцово, улица триумфальная, д. 4",55.656869,37.230875,,,60918.0
65670,"Мытищи, ул. Индустриальная, д. 7, корп. 3","мытищи, улица индустриальная, д. 7, корпус 3",55.926131,37.763414,,,60919.0
65671,"Коптевский бульвар, д. 18, корп. 1","коптевский бул, д. 18, корпус 1",55.832854,37.523725,,,60920.0
65672,"ул. Шипиловская, д. 23, корп. 1","улица шипиловская, д. 23, корпус 1",55.621755,37.719154,,,60921.0
65673,"Рязанский просп., д. 30/15","рязанский пр-т, д. 30/15",55.718806,37.779718,,,60922.0
65674,"ул. Пречистенка, д. 29","улица пречистенка, д. 29",55.740254,37.590821,,,60923.0
65675,"1-й Дербеневский пер., д. 3","1-й дербеневский переулок, д. 3",55.72487,37.65311,,,60924.0
65676,"ул. Б. Пироговская, д. 19, стр. 1","улица б. пироговская, д. 19, стр 1",55.731445,37.571695,,,60925.0
65677,"Владимир, ул. Вокзальная, д. 24","владимир, улица вокзальная, д. 24",,,,,60926.0
65678,"ул. Скобелевская, д. 5, корп. 1","улица скобелевская, д. 5, корпус 1",55.549215,37.556559,,,60927.0
65679,"просп. Вернадского, д. 5, корп. 1","пр-т вернадского, д. 5, корпус 1",55.696189,37.541476,,,60928.0
65680,"Павелецкая наб., д. 8Б","павелецкая набережная, д. 8б",55.709464,37.646013,,,60929.0
65681,"Волоколамское шоссе, д. 90, стр. 12","волоколамское шоссе, д. 90, стр 12",55.823935,37.440847,,,60930.0
65682,"ул. Брусилова, д. 17, корп. 1","улица брусилова, д. 17, корпус 1",55.502763,37.583625,,,60931.0
65683,"Троицк (Москва), Академическая площадь, 3","троицк , академическая площадь, 3",55.48452,37.304923,,,60932.0
65684,"ул. Вилиса Лациса, д. 27, корп. 2","улица вилиса лациса, д. 27, корпус 2",55.860817,37.416871,,,60933.0
65685,"ул. Элеваторная, д. 15","улица элеваторная, д. 15",55.602774,37.660754,,,60934.0
65686,"ул. Героев Панфиловцев, д. 12, корп. 1","улицаг. ероев панфиловцев, д. 12, корпус 1",55.858771,37.429672,,,60935.0
65687,"ул. Бутырская, д. 4, стр. 2","улица бутырская, д. 4, стр 2",55.794887,37.586706,,,60936.0
65688,"Лобня, ул. Заречная, д. 22Б","лобня, улица заречная, д. 22б",56.016632,37.46034,,,60937.0
65689,"пер. Малый Ивановский, д. 11/6, стр. 1","переулок малый ивановский, д. 11/6, стр 1",55.753483,37.641018,,,60938.0
65690,"ул. Чертановская, д. 62, корп. 1","улица чертановская, д. 62, корпус 1",55.599301,37.587407,,,60939.0
65691,"ул. Олеко Дундича, д. 21, корп. 3","улица олеко дундича, д. 21, корпус 3",55.738688,37.48852,,,60940.0
65692,"ул. Волочаевская, д. 15, стр. 1","улица волочаевская, д. 15, стр 1",55.751016,37.677813,,,60941.0
65693,"Солдатский переулок, д. 10","солдатский переулок, д. 10",55.76719,37.705248,,,60942.0
65694,"ул. Салтыковская, д. 11б","улица салтыковская, д. 11б",55.734765,37.862417,,,60943.0
65695,"ул. Гончарова, д. 15","улицаг. ончарова, д. 15",55.815787,37.587488,,,60944.0
65696,"ул. Профсоюзная, 154, строение 1","улица профсоюзная, 154, стр 1",55.620387,37.504376,,,60945.0
65697,"просп. Ломоносовский, д. 25, корп. 1","пр-т ломоносовский, д. 25, корпус 1",55.693597,37.532448,,,60946.0
65698,"ул. Часовая, д. 20, стр. 10","улица часовая, д. 20, стр 10",55.811027,37.530624,,,60947.0
65699,"Сиреневый бульвар, д. 15","сиреневый бул, д. 15",55.803186,37.785018,,,60948.0
65700,"ул. Нагорная, д. 38, корп. 1","улица нагорная, д. 38, корпус 1",55.671448,37.59312,,,60949.0
65701,"просп. Вернадского, д. 33а","пр-т вернадского, д. 33а",55.67993,37.515991,,,60950.0
65702,"Дмитровское шоссе, д. 107А, корп. 4","дмитровское шоссе, д. 107а, корпус 4",55.878309,37.540847,,,60951.0
65703,"ул. Потешная, д. 3, корп. 10","улица потешная, д. 3, корпус 10",55.80018,37.699571,,,60952.0
65704,"ул. Академика Янгеля, д. 6, корп. 1","улица академика янгеля, д. 6, корпус 1",55.596035,37.591979,,,60953.0
65705,"пер. Капранова, д. 3, стр. 4","переулок капранова, д. 3, стр 4",55.758119,37.573411,,,60954.0
65706,"бульвар Никитский, д. 12, стр. 3","бул никитский, д. 12, стр 3",55.755525,37.60054,,,60955.0
65707,"бульвар Строгинский, д. 10 корп. 3","бул строгинский, д. 10 корпус 3",55.802735,37.396515,,,60956.0
65708,"ул. Старокачаловская, д. 6","улица старокачаловская, д. 6",55.569169,37.588377,,,60957.0
65709,"ул. Ясеневая, д. 12, корп. 5","улица ясеневая, д. 12, корпус 5",55.602566,37.734192,,,60958.0
65710,"ул. Солдатская, д. 12 корп. 1","улица солдатская, д. 12 корпус 1",55.763797,37.704224,,,60959.0
65711,"Ленинградский просп., д. 14, стр. 1","ленинградский пр-т, д. 14, стр 1",55.781185,37.578541,,,60960.0
65712,"Балаклавский просп., д. 16","балаклавский пр-т, д. 16",55.642138,37.604448,,,60961.0
65713,"ул. Лесная, д. 6, корп. 1","улица лесная, д. 6, корпус 1",,,,,60962.0
65714,"ул. Ивана Сусанина, д. 3","улица ивана сусанина, д. 3",55.870359,37.525711,,,60963.0
65715,"Красногорск, д. Путилково, ул. Новотушинская, д. 3","красногорск, д. путилково, улица новотушинская, д. 3",55.869708,37.399524,,,60964.0
65716,"ул. Шарикоподшипниковская, д. 13, стр. 14","улица шарикоподшипниковская, д. 13, стр 14",55.716965,37.683239,,,60965.0
65717,"Сосновая аллея, д. 1","сосновая аллея, д. 1",55.819995,37.463305,,,60966.0
65718,"ул. 3-я Бухвостова, д. 4","улица 3-я бухвостова, д. 4",55.800473,37.706685,,,60967.0
65719,"ул. Октябрьская, д. 2","улица октябрьская, д. 2",,,,,60968.0
65720,"ул. Фабрициуса, д. 13","улица фабрициуса, д. 13",55.843308,37.438152,,,60969.0
65721,"ул. Академика Миллионщикова, д. 22","улица академика миллионщикова, д. 22",55.66374,37.644603,,,60970.0
65722,"ул. Плющиха, д. 42, стр. 1","улица плющиха, д. 42, стр 1",55.74072,37.575163,,,60971.0
65723,"ул. Палиха, д. 7/9, корп. 1","улица палиха, д. 7/9, корпус 1",55.785442,37.597962,,,60972.0
65724,"Ленинский проспект, д. 37","ленинский пр-т, д. 37",55.709956,37.585691,,,60973.0
65725,"ул. Профсоюзная, д. 104","улица профсоюзная, д. 104",55.64192,37.523465,,,60974.0
65726,"3-я улица Ямского поля, д. 9, корп. 4","3-я улица ямского поля, д. 9, корпус 4",55.780785,37.579771,,,60975.0
65727,"2-ой Балтийский пер., д. 6","2-ой балтийский переулок, д. 6",55.808528,37.524633,,,60976.0
65728,"5-й Донской проезд, д. 21а","5-й донской проезд, д. 21а",55.7025,37.596938,,,60977.0
65729,"Малый Афанасьевский переулок, д. 7","малый афанасьевский переулок, д. 7",55.750499,37.597953,,,60978.0
65730,"ул. Большая Тульская, д. 56","улица большая тульская, д. 56",55.702515,37.619387,,,60979.0
65731,"Одинцово, ул. Маршала Бирюзова, д. 5","одинцово, улица маршала бирюзова, д. 5",55.686046,37.262001,,,60980.0
65732,"Щелковское шоссе, д. 72","щелковское шоссе, д. 72",55.810132,37.809318,,,60981.0
65733,"г. Московский, ул. Московская, д. 1","г. московский, улица московская, д. 1",55.592622,37.365918,,,60982.0
65734,"ул. Беломорская, д. 11, корп. 1","улица беломорская, д. 11, корпус 1",55.865157,37.47209,,,60983.0
65735,"просп. Мира, д. 184, корп. 1","пр-т мира, д. 184, корпус 1",55.828137,37.650226,,,60984.0
65736,"ул. Вавилова, д. 6","улица вавилова, д. 6",55.707918,37.588171,,,60985.0
65737,"ул. Генерала Кузнецова, д. 19, корп. 1","улицаг. енерала кузнецова, д. 19, корпус 1",55.684153,37.857153,,,60986.0
65738,"Новинский бульвар, д. 5","новинский бул, д. 5",55.751249,37.582601,,,60987.0
65739,"Жуковский, ул. Королева, д. 6, стр. 1","жуковский, улица королева, д. 6, стр 1",55.609492,38.092898,,,60988.0
65740,"Кутузовский просп., д. 18","кутузовский пр-т, д. 18",55.746791,37.552184,,,60989.0
65741,"Люберцы, м-н Городок Б, ул. 3-е Почтовое Отделение, д. 102","люберцы, м-нг. ородок б, улица 3-е почтовое отделение, д. 102",55.681742,37.865247,,,60990.0
65742,"Ленинский просп., д. 90","ленинский пр-т, д. 90",,,,,60991.0
65743,"Владикавказ, ул. Чкалова, д. 16","владикавказ, улица чкалова, д. 16",,,,,60992.0
65744,"ул. Люблинская, д. 42д","улица люблинская, д. 42д",55.684097,37.737264,,,60993.0
65745,"Варшавское шоссе д. 19, корп. 3","варшавское шоссе д. 19, корпус 3",55.696428,37.623052,,,60994.0
65746,"проезд Измайловский, д. 10, корп. 3","проезд измайловский, д. 10, корпус 3",55.794426,37.772262,,,60995.0
65747,"ул. Академика Анохина, д. 2, корп. 2","улица академика анохина, д. 2, корпус 2",55.671483,37.475073,,,60996.0
65748,"просп. Волгоградский, д. 4А","пр-т волгоградский, д. 4а",55.731024,37.670501,,,60997.0
65749,"Чистопрудный б-р, д. 11, стр. 1","чистопрудный б-р, д. 11, стр 1",55.762637,37.644189,,,60998.0
65750,"пос. Валуево, стр. 2","поселок валуево, стр 2",55.571714,37.356486,,,60999.0
65751,"ул. Артамонова, д. 6","улица артамонова, д. 6",55.71946,37.458606,,,61000.0
65752,"ул. 3-я Рощинская, д. 6","улица 3-я рощинская, д. 6",55.708775,37.614779,,,61001.0
65753,"ул. Красноказарменная, д. 14А, корп. 6","улица красноказарменная, д. 14а, корпус 6",55.75167,37.71203,,,61002.0
65754,"ул. Менжинского, д. 32, корп. 3","улица менжинского, д. 32, корпус 3",55.870228,37.665929,,,61003.0
65755,"Махачкала, ул. Циолковского, д. 11","махачкала, улица циолковского, д. 11",,,,,61004.0
65756,"ул. 2-я Мелитопольская, д. 13","улица 2-я мелитопольская, д. 13",55.537057,37.577193,,,61005.0
65757,"ул. Саратовская, д. 22","улица саратовская, д. 22",55.716874,37.746768,,,61006.0
65758,"наб. Смоленская, д. 2, корп. 2","набережная смоленская, д. 2, корпус 2",55.747789,37.57802,,,61007.0
65759,"Серпухов, ул. Физкультурная, д. 20","серпухов, улица физкультурная, д. 20",,,,,61008.0
65760,"Куркинское шоссе, д. 17","куркинское шоссе, д. 17",55.885221,37.39364,,,61009.0
65761,"ул. Демьяна Бедного, д. 18, корп. 1","улица демьяна бедного, д. 18, корпус 1",,,,,61010.0
65762,"бульвар Яна Райниса, д. 4, корп. 6","бул яна райниса, д. 4, корпус 6",55.851717,37.430786,,,61011.0
65763,"просп. Защитников Москвы, д. 14","пр-т защитников москвы, д. 14",55.702734,37.925596,,,61012.0
65764,"Большой Тишинский переулок, д. 10, стр. 1","большой тишинский переулок, д. 10, стр 1",55.769094,37.577157,,,61013.0
65765,"ул. Варги Академика, д. 1","улица варги академика, д. 1",55.630949,37.479915,,,61014.0
65766,"Алтуфьевское шоссе, д. 48, корп. 1.","алтуфьевское шоссе, д. 48, корпус 1.",55.875965,37.588108,,,61015.0
65767,"ул. Азовская, д. 20, корп. 1","улица азовская, д. 20, корпус 1",55.655331,37.597773,,,61016.0
65768,"ул. Василисы Кожиной, д. 14, корп. 3","улица василисы кожиной, д. 14, корпус 3",55.738054,37.49833,,,61017.0
65769,"ул. Маршала Тимошенко, д. 7, стр. 1","улица маршала тимошенко, д. 7, стр 1",55.744075,37.392329,,,61018.0
65770,"ул. Гримау, д. 9, корп. 2","улицаг. римау, д. 9, корпус 2",55.688781,37.580912,,,61019.0
65771,"Каширское шоссе, д. 12 стр. 1","каширское шоссе, д. 12 стр 1",55.665573,37.627957,,,61020.0
65772,"Домодедово, ул. Рабочая, д. 46","д.одедово, улица рабочая, д. 46",,,,,61021.0
65773,"ул. Ясногорская, д. 13, корп. 1","улица ясногорская, д. 13, корпус 1",55.604392,37.534757,,,61022.0
65774,"Зеленоград, г. Зеленоград, корпус 2024","зеленоград,г. зеленоград, корпус 2024",55.975617,37.168738,,,61023.0
65775,"ул. Большая Переяславская, д. 46, стр. 2","улица большая переяславская, д. 46, стр 2",55.786693,37.641045,,,61024.0
65776,"ул. Толбухина, д. 8, корп. 1","улица толбухина, д. 8, корпус 1",55.719495,37.401833,,,61025.0
65777,"ул. Суздальская, д. 10, к. 2","улица суздальская, д. 10, корпус 2",55.736888,37.847936,,,61026.0
65778,"Белгород, ул. Николая Островского, д. 2","белгород, улица николая островского, д. 2",,,,,61027.0
65779,"ул. Новокосинская, д. 17, корп. 7","улица новокосинская, д. 17, корпус 7",55.739929,37.853892,,,61028.0
65780,"ш. Дмитровское, д. 165Е, корп. 6","шоссе дмитровское, д. 165е, корпус 6",55.925712,37.544378,,,61029.0
65781,"Истра, ул. Спортивная, д. 3","истра, улица спортивная, д. 3",55.904695,36.875753,,,61030.0
65782,"ул. Воронцовская, д. 25, стр. 1","улица воронцовская, д. 25, стр 1",55.736007,37.66044,,,61031.0
65783,"ул. Барышиха, д. 22, корп. 1","улица барышиха, д. 22, корпус 1",55.844703,37.350521,,,61032.0
65784,"ул. Люблинская, д. 112","улица люблинская, д. 112",55.650592,37.740929,,,61033.0
65785,"Красногорск, п. Нахабино, ул. Вокзальная, д. 25, стр. 1","красногорск, поселок нахабино, улица вокзальная, д. 25, стр 1",55.845466,37.180344,,,61034.0
65786,"Королёв, мкр. Болшево, ул. Пушкинская, д. 21","королёв, мкр. болшево, улица пушкинская, д. 21",55.931381,37.837498,,,61035.0
65787,"проезд Березовой рощи, д. 4","проезд березовой рощи, д. 4",55.786764,37.520222,,,61036.0
65788,"просп. Университетский, д. 19","пр-т университетский, д. 19",55.713512,37.522054,,,61037.0
65789,"ул. Бауманская, д. 58, стр. 16","улица бауманская, д. 58, стр 16",55.767499,37.677463,,,61038.0
65790,"Видное, п. Володарского, ул. Зеленая, д. 34","видное, поселок володарского, улица зеленая, д. 34",55.50367,37.953003,,,61039.0
65791,"ул. Малая Полянка, д. 2","улица малая полянка, д. 2",55.736427,37.616773,,,61040.0
65792,"аллея Петровско-Разумовская, д. 4","аллея петровско-разумовская, д. 4",55.791673,37.567042,,,61041.0
65793,"ул. Перовская, д. 23","улица перовская, д. 23",55.747328,37.769388,,,61042.0
65794,"Тверь, ул. Карла Маркса, д. 3-А","тверь, улица карла маркса, д. 3-а",,,,,61043.0
65795,"Дмитровское шоссе, д. 107Г","дмитровское шоссе, д. 107г",55.877839,37.540928,,,61044.0
65796,"Свободный проспект, д. 37/18","свободный пр-т, д. 37/18",55.74827,37.816405,,,61045.0
65797,"ул. Архитектора Щусева, д. 1","улица архитектора щусева, д. 1",55.699943,37.637183,,,61046.0
65798,"Воротниковский переулок, д. 8, стр. 1","воротниковский переулок, д. 8, стр 1",55.770289,37.602014,,,61047.0
65799,"ул. Люблинская, д. 37/1","улица люблинская, д. 37/1",55.69657,37.73447,,,61048.0
65800,"ул. Щукинская, д. 20","улица щукинская, д. 20",55.809221,37.471057,,,61049.0
65801,"ул. Большая Полянка, д. 51а/9","улица большая полянка, д. 51а/9",55.7322,37.620878,,,61050.0
65802,"Красногорск, д. Гольево, ул. Центральная, д. 30","красногорск, д.г. ольево, улица центральная, д. 30",55.800215,37.315864,,,61051.0
65803,"ул. Кунцевская, д. 8, стр. 1","улица кунцевская, д. 8, стр 1",55.731222,37.415326,,,61052.0
65804,"ул. Большая Филёвская, д. 23, корп. 3","улица большая филёвская, д. 23, корпус 3",55.745022,37.491134,,,61053.0
65805,"ул. Берзарина, д. 12","улица берзарина, д. 12",55.787872,37.489266,,,61054.0
65806,"Большой Овчинниковский пер., д. 16","большой овчинниковский переулок, д. 16",55.74446,37.630221,,,61055.0
65807,"бул. Филевский, д. 40","булица филевский, д. 40",55.759902,37.501833,,,61056.0
65808,"ул. Гиляровского, д. 57, стр. 1","улицаг. иляровского, д. 57, стр 1",55.787244,37.632197,,,61057.0
65809,"Одинцово, ул. Маршала Бирюзова, д. 3Б","одинцово, улица маршала бирюзова, д. 3б",55.686411,37.26263,,,61058.0
65810,"ул. Пятницкая, д. 49А, стр. 2","улица пятницкая, д. 49а, стр 2",55.736655,37.628685,,,61059.0
