,doctor_link,price,experience,rating,review_count,clinics_count,dist_center,spec,is_kids,is_adults,doctor_source,district,price_log
15119,https://docdoc.ru/doctor/Karpovich_Olga,7000.0,24.0,4.1392090080316,7.0,1.0,,акушер,False,True,Обе платформы,,8.853808274977197
15125,https://docdoc.ru/doctor/Karsanashvili_Hatuna,3700.0,27.0,3.7032915052013737,20.0,3.0,1.8593091682859662,акушер,False,True,Обе платформы,Мещанский район,8.216358332386156
15127,https://docdoc.ru/doctor/Karseladze_Ekaterina,8000.0,16.0,3.720782560187767,7.0,2.0,2.55385956620206,эндокринолог,False,True,Обе платформы,Тверской район,8.987321812850125
15131,https://docdoc.ru/doctor/Karsotyan_Grigoriy,3700.0,21.0,3.459589017345313,6.0,2.0,6.959094447384428,онколог,False,True,Обе платформы,Алексеевский район,8.216358332386156
15138,https://docdoc.ru/doctor/Kartasheva_Alla,13000.0,38.0,3.575021686641029,7.0,3.0,0.290742422032002,онколог-маммолог,False,True,Обе платформы,Тверской район,9.472781556562168
15146,https://docdoc.ru/doctor/Kartashova_Elena_13,5000.0,36.0,4.298082512478156,8.0,4.0,4.5303291219673065,эндокринолог,False,True,Обе платформы,район Хамовники,8.517393171418904
15154,https://docdoc.ru/doctor/Kartushin_Kirill,3000.0,6.0,3.6000000000000005,0.0,3.0,13.808568557601406,функциональный диагност,False,True,Обе платформы,,8.006700845440367
15155,https://docdoc.ru/doctor/Kartushina_Altana,3000.0,5.0,4.34375,2.0,2.0,13.808568557601406,терапевт,False,True,Обе платформы,,8.006700845440367
15158,https://docdoc.ru/doctor/Karulina_Anastasiya,3225.0,3.0,3.6000000000000005,0.0,3.0,7.62576157813564,невролог,False,True,Обе платформы,район Аэропорт,8.078998258685154
15172,https://docdoc.ru/doctor/Karyachkin_Igor,2800.0,43.0,3.1601939335375104,35.0,4.0,12.497198528347544,терапевт,False,True,Обе платформы,,7.937731775260109
15176,https://docdoc.ru/doctor/Kasanova_Mahira,2490.0,6.0,3.8798150292665694,9.0,1.0,22.849918264553708,акушер,False,True,Обе платформы,,7.820439515262181
15177,https://docdoc.ru/doctor/Kasapov_Konstantin,3190.0,30.0,4.601986799136122,71.0,2.0,4.2703514698675145,онколог,False,True,Обе платформы,,8.068089626278244
15178,https://docdoc.ru/doctor/Kasapova_Evgeniya,5500.0,30.0,2.7741796016423494,14.0,2.0,5.380170006773193,терапевт,False,True,Обе платформы,район Аэропорт,8.612685172875459
15189,https://docdoc.ru/doctor/Kasimtseva_Elena_2,7900.0,17.0,3.5082710558059236,3.0,1.0,1.2164790395630878,терапевт,False,True,Обе платформы,,8.974744612722734
15190,https://docdoc.ru/doctor/Terenteva_Mariya,3425.0,23.0,4.59968961782997,85.0,2.0,17.04058787112367,детский гинеколог,True,True,Обе платформы,район Выхино-Жулебино,8.139148678884066
15194,https://docdoc.ru/doctor/Kasparova_Oksana_2,5500.0,15.0,4.017179587620844,30.0,6.0,2.2872990013603154,гинеколог,False,True,Обе платформы,район Якиманка,8.612685172875459
15213,https://prodoctorov.ru/moskva/vrach/963303-kasyanova/,7250.0,,4.083333333333333,7.0,2.0,11.372916764365215,гинеколог,False,True,ProDoctorov,,8.888894669371593
15218,https://docdoc.ru/doctor/Kataeva_Badma,1590.0,22.0,1.8425,2.0,3.0,14.67077230995305,акушер,False,True,Обе платформы,,7.372118028337787
15219,https://prodoctorov.ru/moskva/vrach/1266617-kataeva/,2500.0,,4.00625,8.0,2.0,16.580040926237324,гинеколог,False,True,ProDoctorov,,7.824445930877619
15220,https://prodoctorov.ru/moskva/vrach/389283-kataeva/,4070.0,,2.3304905629365136,11.0,2.0,19.768078122083903,детский невролог,True,True,ProDoctorov,,8.31164394850298
15232,https://docdoc.ru/doctor/Katkova_Irina,3062.0,44.0,4.044878517479401,115.0,1.0,9.916726522057703,гинеколог,False,True,Обе платформы,,8.027150106832774
15243,https://docdoc.ru/doctor/Katyshev_Aleksey,2750.0,12.0,4.216344454859395,76.0,4.0,10.512117199678231,сомнолог,False,True,Обе платформы,,7.919719760924575
15246,https://docdoc.ru/doctor/Kaunov_Oleg,3076.0,35.0,2.438258256200298,8.0,7.0,5.658192598861639,онколог,False,True,Обе платформы,район Лефортово,8.031710375322042
15247,https://docdoc.ru/doctor/Kaufman_Ekaterina,4150.0,16.0,2.7203063846397337,20.0,2.0,11.311575974459231,акушер,False,True,Обе платформы,район Проспект Вернадского,8.33110454805304
15248,https://docdoc.ru/doctor/Kauhova_Anastasiya,3700.0,29.0,4.014154244481132,5.0,2.0,11.976139620556081,акушер,False,True,Обе платформы,,8.216358332386156
15252,https://docdoc.ru/doctor/Kahidov_Ahmed,3500.0,,4.398204880934855,19.0,3.0,20.68409739819322,терапевт,False,True,Обе платформы,,8.160803920954665
15253,https://docdoc.ru/doctor/Kahktsyan_Anna,2500.0,24.0,4.948222269910659,48.0,3.0,9.737255950162101,гинеколог,False,True,Обе платформы,Ломоносовский район,7.824445930877619
15255,https://docdoc.ru/doctor/Kahramanova_Diana,3350.0,21.0,4.168648501560792,19.0,2.0,4.43051123469647,эндокринолог,False,True,Обе платформы,район Марьина Роща,8.11701408773731
15263,https://docdoc.ru/doctor/Kats_Larisa,2900.0,31.0,3.1569049453185225,2.0,4.0,3.8150456640304946,терапевт,True,True,Обе платформы,район Хамовники,7.972810784121404
15268,https://docdoc.ru/doctor/Katsieva_Tanzila_2,3700.0,24.0,2.3846006226560523,2.0,4.0,3.8086594011565227,хирург,False,True,Обе платформы,Басманный район,8.216358332386156
15269,https://docdoc.ru/doctor/Katsobashvili_Ilana,8190.0,5.0,4.4750000000000005,1.0,3.0,11.934891208189807,эндокринолог,False,True,Обе платформы,район Проспект Вернадского,9.010791269515602
15270,https://docdoc.ru/doctor/Katsuba_Andrey,5900.0,8.0,3.616249999999999,4.0,1.0,4.208979818327221,терапевт,False,True,Обе платформы,,8.682877107057168
15281,https://docdoc.ru/doctor/Kachanova_Anastasiya,5000.0,28.0,4.294002617479106,5.0,3.0,3.30579727271031,акушер,False,True,Обе платформы,Таганский район,8.517393171418904
15283,https://docdoc.ru/doctor/Kachanova_Irina,3700.0,11.0,4.1321509656662,24.0,2.0,4.43051123469647,акушер,False,True,Обе платформы,район Марьина Роща,8.216358332386156
15310,https://docdoc.ru/doctor/Kashirina_Tatyana,5000.0,,3.1599404622887737,9.0,1.0,2.561082684796663,акушер,False,True,Обе платформы,район Якиманка,8.517393171418904
15312,https://docdoc.ru/doctor/Kashoyan_Anna,8190.0,6.0,4.357401929169791,31.0,3.0,11.934891208189807,акушер,False,True,Обе платформы,район Проспект Вернадского,9.010791269515602
15329,https://docdoc.ru/doctor/Kayumov_Bahtiyor,1800.0,18.0,2.8894770252404203,1.0,1.0,13.955140594256417,функциональный диагност,False,True,Обе платформы,,7.496097345175956
15333,https://docdoc.ru/doctor/Kayumova_Gyuzeliya,3700.0,19.0,2.680512275443608,14.0,2.0,13.405066729656815,терапевт,False,True,Обе платформы,Головинский район,8.216358332386156
15339,https://docdoc.ru/doctor/Kayasheva_Kristina,4465.0,21.0,4.979224491014786,700.0,4.0,4.998298328555187,сомнолог,False,True,Обе платформы,,8.404248432400102
15343,https://prodoctorov.ru/moskva/vrach/586078-kvaracheliya/,8000.0,,,0.0,2.0,4.377489251463211,терапевт,False,True,ProDoctorov,,8.987321812850125
15344,https://prodoctorov.ru/moskva/vrach/65299-kvaraya/,4700.0,,2.557771620319202,29.0,1.0,2.9681963939097997,акушер,False,True,ProDoctorov,,8.45553053102413
15346,https://prodoctorov.ru/moskva/vrach/220615-kvartina/,1500.0,,3.2499999999999996,5.0,3.0,9.301398434240928,акушер,False,True,ProDoctorov,,7.313886831633462
15353,https://docdoc.ru/doctor/Kvasova_Anastasiya_2,3300.0,11.0,3.2618879127809453,6.0,3.0,8.333694652751504,эндокринолог,False,True,Обе платформы,,8.101980731853192
15355,https://docdoc.ru/doctor/Kvasovka_Vladimir,6900.0,43.0,2.731147572767907,1.0,2.0,8.532116100658772,терапевт,False,True,Обе платформы,район Котловка,8.839421607620602
15357,https://docdoc.ru/doctor/Kvach_Irina,5000.0,21.0,4.152221254311224,9.0,2.0,5.323794678134526,акушер,False,True,Обе платформы,,8.517393171418904
15365,https://docdoc.ru/doctor/Kvekveskiri_Irakliy,3600.0,16.0,4.999999999999999,531.0,2.0,3.6260645952523305,детский кардиолог,True,True,Обе платформы,Таганский район,8.188966863648876
15368,https://docdoc.ru/doctor/Kvintilyanov_Aleksandr,3750.0,19.0,4.125,0.0,2.0,6.959094447384428,невролог,False,True,Обе платформы,Алексеевский район,8.229777750081887
15375,https://docdoc.ru/doctor/Kebedova_Mukminat,3600.0,27.0,4.895998041447902,43.0,3.0,2.842692871332313,акушер,False,True,Обе платформы,район Хамовники,8.188966863648876
15381,https://docdoc.ru/doctor/Kedrinskaja_Larisa,3300.0,24.0,3.4280852832319506,63.0,2.0,13.882815159476973,терапевт,False,True,Обе платформы,Лосиноостровский район,8.101980731853192
15391,https://prodoctorov.ru/moskva/vrach/622446-kelemetov/,11000.0,,5.0,32.0,1.0,18.568722037576368,другое,True,True,ProDoctorov,,9.305741456739435
15393,https://docdoc.ru/doctor/Kelehsaeva_Oksana,6000.0,19.0,3.774455337642797,5.0,1.0,10.535355187653902,терапевт,False,True,Обе платформы,район Раменки,8.699681400989514
15394,https://docdoc.ru/doctor/Kelehsaeva_Yurina,2750.0,28.0,2.8188757123970154,1.0,5.0,17.42534460882561,гастроэнтеролог,True,True,Обе платформы,район Косино-Ухтомский,7.919719760924575
15395,https://prodoctorov.ru/moskva/vrach/65048-kellet/,7500.0,,4.538407214986024,27.0,1.0,2.7902369505135636,акушер,False,True,ProDoctorov,,8.922791623969637
15397,https://docdoc.ru/doctor/Kelman_Grigoriy,3150.0,38.0,4.480372413381182,19.0,2.0,18.122147259414184,терапевт,False,True,Обе платформы,район Чертаново Южное,8.055475141757274
15409,https://prodoctorov.ru/moskva/vrach/339719-kerimli/,3200.0,,5.0,32.0,1.0,10.568313801882482,гинеколог,False,True,ProDoctorov,,8.071218539969863
15413,https://prodoctorov.ru/moskva/vrach/1319150-kerimov/,3350.0,,,0.0,2.0,7.822931425027749,терапевт,False,True,ProDoctorov,Нижегородский район,8.11701408773731
15423,https://docdoc.ru/doctor/Kerimova_Ekaterina,4450.0,4.0,3.774999999999999,0.0,2.0,3.4165854787574483,невролог,False,True,Обе платформы,Таганский район,8.400884069015854
15424,https://docdoc.ru/doctor/Kerimova_Zinaida,12900.0,32.0,4.08466889219781,39.0,3.0,9.718065506544988,акушер,False,True,Обе платформы,район Черёмушки,9.465060106725137
15433,https://prodoctorov.ru/moskva/vrach/1324095-kermakunova/,2750.0,,,0.0,1.0,,функциональный диагност,False,True,ProDoctorov,,7.919719760924575
15434,https://docdoc.ru/doctor/Kertanov_Soslan,4500.0,5.0,4.75938180625974,13.0,2.0,3.9478544595841485,гинеколог,False,True,Обе платформы,Басманный район,8.412054873292933
15438,https://docdoc.ru/doctor/Kesaev_Oleg,5550.0,17.0,3.575326014652782,3.0,3.0,5.857148842469657,онколог,False,True,Обе платформы,Даниловский район,8.621733370690162
15452,https://prodoctorov.ru/moskva/vrach/1079349-keshvedinova/,2950.0,,4.909507160850703,13.0,1.0,17.717085419005812,хирург,False,True,ProDoctorov,,7.989899374942939
15453,https://prodoctorov.ru/moskva/vrach/458729-keshishev/,7000.0,,4.908346692522886,20.0,2.0,,онколог,False,True,ProDoctorov,,8.853808274977197
15455,https://prodoctorov.ru/moskva/vrach/208724-keshishyan/,10000.0,,4.271309782681307,16.0,3.0,12.029177738327851,педиатр,True,True,ProDoctorov,,9.210440366976517
15457,https://docdoc.ru/doctor/Keshokova_Aza,6000.0,25.0,1.488845391148772,3.0,2.0,10.535355187653902,невролог,False,True,Обе платформы,район Раменки,8.699681400989514
15463,https://prodoctorov.ru/moskva/vrach/1177525-kibireva/,3500.0,,2.0833333333333335,4.0,1.0,19.734060332159537,гинеколог,False,True,ProDoctorov,,8.160803920954665
15464,https://prodoctorov.ru/moskva/vrach/934485-kibireva/,2900.0,,3.75,4.0,1.0,10.55211077269659,акушер,False,True,ProDoctorov,район Черёмушки,7.972810784121404
15468,https://docdoc.ru/doctor/Kidalov_Maksim,7500.0,28.0,4.2246328242999445,14.0,2.0,12.294370630269679,реабилитолог,False,True,Обе платформы,,8.922791623969637
15475,https://docdoc.ru/doctor/Kizyma_Larisa,3210.0,,4.5011576007427365,14.0,2.0,4.5406644405095795,акушер,False,True,Обе платформы,,8.074337694089515
15477,https://docdoc.ru/doctor/Kiikova_Albina,4100.0,9.0,3.25,0.0,3.0,11.785922318687314,кардиолог,False,True,Обе платформы,район Отрадное,8.31898612539206
15480,https://prodoctorov.ru/moskva/vrach/52461-kikina/,8500.0,,3.702050804934909,33.0,1.0,1.2164790395630878,гинеколог,False,True,ProDoctorov,,9.04793908261736
15488,https://docdoc.ru/doctor/Kiladze_Liana,2900.0,40.0,3.4439770219416412,197.0,2.0,11.071424265784268,другое,False,True,Обе платформы,Войковский район,7.972810784121404
15493,https://docdoc.ru/doctor/Kiljakov_Pavel,5400.0,17.0,3.626476632838553,22.0,2.0,14.974021576618528,другое,True,True,Обе платформы,Лосиноостровский район,8.594339400592892
15505,https://docdoc.ru/doctor/Kim_Anna_3,3062.0,,2.8336348127042523,3.0,1.0,13.796659929223644,гинеколог,False,True,Обе платформы,,8.027150106832774
15510,https://docdoc.ru/doctor/Kim_Viktor_7,2750.0,6.0,4.849580248247364,17.0,2.0,21.677351679244975,акушер,False,True,Обе платформы,,7.919719760924575
15514,https://docdoc.ru/doctor/Kim_Vyacheslav_5,4600.0,19.0,4.177089753705222,6.0,2.0,5.486193299254922,другое,True,True,Обе платформы,район Лефортово,8.434028950155469
15516,https://docdoc.ru/doctor/Kim_Dmitriy,7750.0,11.0,4.038981043288426,9.0,2.0,2.2821507209234193,детский остеопат,True,True,Обе платформы,район Арбат,8.955577146281511
15518,https://docdoc.ru/doctor/Kim_Ekaterina_2,1990.0,21.0,3.95374663298127,8.0,1.0,10.845762755476352,акушер,False,True,Обе платформы,,7.596392304064196
15525,https://docdoc.ru/doctor/Kim_Igor_4,3200.0,41.0,1.1258225678158105,4.0,2.0,13.405066729656815,мануальный терапевт,False,True,Обе платформы,Головинский район,8.071218539969863
15527,https://docdoc.ru/doctor/Kim_Larisa,5000.0,16.0,3.834823159027425,25.0,6.0,16.710628542600997,терапевт,True,True,Обе платформы,микрорайон Новое Измайлово,8.517393171418904
15528,https://docdoc.ru/doctor/Kim_Leonid,4800.0,30.0,4.841146104444601,264.0,5.0,3.3946714819026966,остеопат,False,True,Обе платформы,район Якиманка,8.476579508530941
15530,https://docdoc.ru/doctor/Kim_Marina,7000.0,33.0,4.022718148688482,72.0,2.0,11.055827581125905,гинеколог,False,True,Обе платформы,Обручевский район,8.853808274977197
15535,https://docdoc.ru/doctor/Kim_Oleg_3,3000.0,32.0,4.771621759631772,19.0,2.0,10.137343415120107,остеопат,False,True,Обе платформы,,8.006700845440367
15539,https://docdoc.ru/doctor/Kim_Svetlana,2300.0,32.0,3.8026910482647702,165.0,2.0,15.018923510166992,акушер,True,True,Обе платформы,район Бибирево,7.741099090035366
15546,https://docdoc.ru/doctor/Kim_Tatyana_2,2500.0,31.0,2.453037166083536,7.0,1.0,10.156694015003819,гинеколог,False,True,Обе платформы,,7.824445930877619
15549,https://docdoc.ru/doctor/Kindarova_Aminat,4800.0,12.0,4.602510787418282,24.0,7.0,8.532116100658772,детский невролог,True,True,Обе платформы,район Котловка,8.476579508530941
15550,https://docdoc.ru/doctor/Kindarova_Leyla,9000.0,34.0,4.523728290683504,20.0,1.0,,репродуктолог,False,True,Обе платформы,,9.105090961257085
15571,https://prodoctorov.ru/moskva/vrach/708830-kirakosyan/,5200.0,,,0.0,2.0,4.810285441530454,функциональный диагност,False,True,ProDoctorov,район Лефортово,8.556606193773073
15576,https://docdoc.ru/doctor/Kirdyankina_Nataliya,8000.0,15.0,3.999559874402481,5.0,4.0,14.09507683680641,диетолог,False,True,Обе платформы,район Тропарёво-Никулино,8.987321812850125
15582,https://docdoc.ru/doctor/Kireev_Igor,2750.0,23.0,3.95,0.0,2.0,,терапевт,False,True,Обе платформы,,7.919719760924575
15584,https://prodoctorov.ru/moskva/vrach/466929-kireeva/,2550.0,,,0.0,1.0,1.3866805193714673,функциональный диагност,False,True,ProDoctorov,,7.844240718141811
15586,https://docdoc.ru/doctor/Kireeva_Anna_5,7000.0,30.0,3.95,0.0,2.0,2.050655770432511,диетолог,False,True,Обе платформы,,8.853808274977197
15593,https://docdoc.ru/doctor/Kireeva_Oksana_2,3500.0,34.0,2.795,2.0,2.0,5.307523282041706,терапевт,False,True,Обе платформы,Даниловский район,8.160803920954665
15596,https://prodoctorov.ru/moskva/vrach/209176-kireeva/,2500.0,,3.104856078308794,12.0,2.0,,невролог,False,True,ProDoctorov,,7.824445930877619
15607,https://prodoctorov.ru/moskva/vrach/86822-sazonova/,8500.0,,5.0,47.0,2.0,7.82326778538953,акушер,False,True,ProDoctorov,,9.04793908261736
15613,https://docdoc.ru/doctor/Kirilina_Tatyana_3,3001.0,33.0,4.637687319794747,21.0,2.0,2.9577775580793237,терапевт,False,True,Обе платформы,Тверской район,8.007034012193408
15620,https://docdoc.ru/doctor/Kirillova_Valentina,4300.0,55.0,2.9043385655518534,6.0,2.0,7.5055028420542245,невролог,False,True,Обе платформы,район Аэропорт,8.366602832783736
15623,https://docdoc.ru/doctor/Kirillova_Darya,3800.0,17.0,2.8714151766530382,13.0,2.0,0.290742422032002,терапевт,False,True,Обе платформы,Тверской район,8.24301946898925
15629,https://docdoc.ru/doctor/Kirillova_Margarita_1,5000.0,26.0,4.729415111622716,23.0,3.0,2.812902248015138,акушер,False,True,Обе платформы,Таганский район,8.517393171418904
15630,https://docdoc.ru/doctor/Kirillova_Mariya,7000.0,18.0,4.24476113925589,15.0,6.0,10.477946703002795,терапевт,False,True,Обе платформы,район Фили-Давыдково,8.853808274977197
15632,https://prodoctorov.ru/moskva/vrach/918345-kirillova/,4000.0,,4.416666666666667,8.0,4.0,,акушер,True,True,ProDoctorov,,8.294299608857235
15635,https://docdoc.ru/doctor/Kirilova_Eleonora,5500.0,7.0,4.648875593571491,21.0,2.0,2.6659682126477273,акушер,False,True,Обе платформы,Тверской район,8.612685172875459
15637,https://docdoc.ru/doctor/Kirilevnina_Elena,2900.0,27.0,4.549154489276365,18.0,4.0,2.6493950686014442,терапевт,False,True,Обе платформы,Таганский район,7.972810784121404
15644,https://prodoctorov.ru/moskva/vrach/1045598-pazova/,2200.0,,3.9166666666666665,4.0,2.0,12.084885595331063,терапевт,False,True,ProDoctorov,район Покровское-Стрешнево,7.696667081526462
15649,https://docdoc.ru/doctor/Kirichenko_Elena_9,3900.0,25.0,3.474035159590663,26.0,2.0,1.198402147922459,гинеколог,False,True,Обе платформы,Пресненский район,8.268988209506656
15655,https://docdoc.ru/doctor/Kirichenko_Yuliya_2,8800.0,9.0,4.60625,5.0,2.0,4.801110986735697,кардиолог,False,True,Обе платформы,Басманный район,9.082620630373812
15657,https://prodoctorov.ru/moskva/vrach/380944-kirishyan/,4070.0,,0.3571428571428571,7.0,2.0,13.796659929223644,невролог,False,True,ProDoctorov,,8.31164394850298
15658,https://docdoc.ru/doctor/Kiriya_Marina,5000.0,40.0,3.356982972552775,11.0,1.0,5.380170006773193,другое,False,True,Обе платформы,район Аэропорт,8.517393171418904
15662,https://prodoctorov.ru/moskva/vrach/715373-kirmas/,2900.0,,2.669132986974845,27.0,1.0,13.340277953382529,эндокринолог,False,True,ProDoctorov,,7.972810784121404
15669,https://prodoctorov.ru/moskva/vrach/1315656-kirpichnikova/,4330.0,,,0.0,2.0,2.9018190447803325,гинеколог,False,True,ProDoctorov,,8.373553741214627
15679,https://prodoctorov.ru/moskva/vrach/344992-kiru/,3400.0,,5.000000000000001,42.0,2.0,5.35802112227486,невролог,False,True,ProDoctorov,,8.131824785007195
15681,https://docdoc.ru/doctor/Kirchanov_Mihail,2700.0,7.0,3.771820686758698,15.0,3.0,6.840611848343415,терапевт,False,True,Обе платформы,район Раменки,7.901377353792616
15683,https://docdoc.ru/doctor/Kiryanova_Ekaterina_4,7000.0,11.0,3.1229773795804556,15.0,4.0,2.276485701127824,невролог,False,True,Обе платформы,,8.853808274977197
15687,https://docdoc.ru/doctor/Kiryanova_Marina_3,4000.0,6.0,4.100602996983312,4.0,3.0,4.389628851433832,гинеколог,False,True,Обе платформы,,8.294299608857235
15695,https://docdoc.ru/doctor/Kiryushina_Irina,8500.0,7.0,4.951123343597316,27.0,2.0,1.3430733815182319,детский эндокринолог,True,True,Обе платформы,,9.04793908261736
15697,https://docdoc.ru/doctor/Kiryushtenkov_Aleksandr,7000.0,19.0,4.794994770912536,34.0,3.0,11.055827581125905,акушер,False,True,Обе платформы,Обручевский район,8.853808274977197
15698,https://prodoctorov.ru/moskva/vrach/86638-kiryushenkov/,5700.0,,4.5324945013096825,53.0,1.0,10.66837075474608,акушер,False,True,ProDoctorov,,8.648396877031582
15710,https://docdoc.ru/doctor/Kiselev_Nikolay_2,3575.0,16.0,3.801039844853624,24.0,3.0,13.605949215901106,невролог,False,True,Обе платформы,район Кунцево,8.182000136293405
15714,https://docdoc.ru/doctor/Kiseleva_Alevtina_2,6500.0,7.0,4.836147665630335,109.0,3.0,10.477946703002795,онколог,False,True,Обе платформы,район Фили-Давыдково,8.77971129020447
15722,https://docdoc.ru/doctor/Kiseleva_Iraida,2000.0,,4.031249999999999,2.0,2.0,22.723287666065364,гинеколог,False,True,Обе платформы,микрорайон Переделкино Ближнее,7.601402334583733
15730,https://docdoc.ru/doctor/Kiseleva_Lyudmila_2,3000.0,42.0,3.568523067814606,3.0,1.0,13.260997172000645,терапевт,False,True,Обе платформы,,8.006700845440367
15732,https://prodoctorov.ru/moskva/vrach/203637-kiseleva/,1490.0,,4.818574885575587,14.0,2.0,11.947628733330756,акушер,True,True,ProDoctorov,,7.307202314764738
15734,https://docdoc.ru/doctor/Kiseleva_Nina_7,10000.0,15.0,2.5001228017513997,1.0,2.0,2.412934847362862,терапевт,False,True,Обе платформы,район Якиманка,9.210440366976517
15741,https://docdoc.ru/doctor/Kiseleva_Ulija,3600.0,19.0,4.6199480011329355,44.0,4.0,7.568448576836613,акушер,False,True,Обе платформы,Бутырский район,8.188966863648876
15748,https://docdoc.ru/doctor/Kiseleva_Tatjana,2000.0,44.0,4.949268405748393,789.0,2.0,3.079574868604005,акушер,False,True,Обе платформы,Тверской район,7.601402334583733
15757,https://docdoc.ru/doctor/Kislova_Elena_7,10000.0,9.0,4.780760460425158,21.0,5.0,0.290742422032002,невролог,False,True,Обе платформы,Тверской район,9.210440366976517
15763,https://prodoctorov.ru/moskva/vrach/1018029-kisovskaya/,3062.0,,2.583333333333333,1.0,3.0,15.336633389862694,терапевт,False,True,ProDoctorov,,8.027150106832774
15776,https://docdoc.ru/doctor/Kitsenko_Yuriy,3848.0,13.0,4.789095964280636,34.0,4.0,4.434705206568091,другое,False,True,Обе платформы,,8.255568653283746
15788,https://docdoc.ru/doctor/Kishko_Irina,1490.0,26.0,3.26825990894164,12.0,1.0,3.1994920230518216,акушер,False,True,Обе платформы,,7.307202314764738
15812,https://prodoctorov.ru/moskva/vrach/1205719-klyaymenova/,3000.0,,,0.0,4.0,18.565277411281134,детский кардиолог,True,False,ProDoctorov,,8.006700845440367
15848,https://docdoc.ru/doctor/Klimacheva_Ekaterina_2,2950.0,10.0,2.2711920364354823,1.0,2.0,18.277353513732226,гинеколог,False,True,Обе платформы,район Солнцево,7.989899374942939
15849,https://prodoctorov.ru/moskva/vrach/74013-klimenko/,8160.0,,4.203461970023304,99.0,1.0,1.2164790395630878,гинеколог,False,True,ProDoctorov,,9.007121989469242
15854,https://docdoc.ru/doctor/Klimenko_Luiza,6800.0,10.0,4.900115404540394,81.0,1.0,10.535355187653902,акушер,False,True,Обе платформы,район Раменки,8.824824939175638
15855,https://docdoc.ru/doctor/Klimenko_Olga,3550.0,26.0,3.405543474039793,28.0,5.0,12.42461514919974,гастроэнтеролог,False,True,Обе платформы,Головинский район,8.174984532943087
15874,https://docdoc.ru/doctor/Klimov_Semen,2200.0,16.0,2.157389478184609,30.0,3.0,21.37764446787221,мануальный терапевт,True,True,Обе платформы,район Куркино,7.696667081526462
15875,https://docdoc.ru/doctor/Klimov_Yuriy_2,2250.0,41.0,4.78662040782323,19.0,2.0,8.963535144804784,акушер,False,True,Обе платформы,,7.719129840906732
15878,https://docdoc.ru/doctor/Klimova_Valeriya,5500.0,22.0,4.649650814251614,15.0,2.0,2.1102003078550493,невролог,False,True,Обе платформы,Красносельский район,8.612685172875459
15887,https://docdoc.ru/doctor/Klimova_Oksana,3500.0,28.0,4.682225335720502,76.0,6.0,4.158034336514093,эндокринолог,False,True,Обе платформы,Донской район,8.160803920954665
15898,https://docdoc.ru/doctor/Klinshova_Elena,3500.0,32.0,3.126756896377828,128.0,2.0,23.11403551410832,акушер,False,True,Обе платформы,район Южное Бутово,8.160803920954665
15902,https://prodoctorov.ru/moskva/vrach/403176-klishenko/,9000.0,,3.601851851851852,9.0,1.0,9.397862240918464,терапевт,False,True,ProDoctorov,,9.105090961257085
15904,https://docdoc.ru/doctor/Klishtenko_Taisiya,2900.0,5.0,3.6000000000000005,0.0,3.0,13.528909533643992,гинеколог,False,True,Обе платформы,район Кунцево,7.972810784121404
15907,https://docdoc.ru/doctor/Klokova_Liliya,2950.0,31.0,4.851532410123212,33.0,2.0,1.9384919025360723,акушер,False,True,Обе платформы,район Арбат,7.989899374942939
15916,https://docdoc.ru/doctor/Klochkova_Elena,5100.0,28.0,3.35040593575334,96.0,2.0,3.552573519251222,акушер,False,True,Обе платформы,Тверской район,8.537191877922927
15918,https://docdoc.ru/doctor/Klochkova_Natalya,2800.0,37.0,4.241391956077047,25.0,3.0,12.883630536871477,акушер,False,True,Обе платформы,район Марьино,7.937731775260109
15921,https://docdoc.ru/doctor/Klunichenko_Aleksandr,2200.0,21.0,3.7605268267346066,9.0,2.0,12.084885595331063,онколог,False,True,Обе платформы,район Покровское-Стрешнево,7.696667081526462
15929,https://docdoc.ru/doctor/Kluev_Kirill_1,3400.0,25.0,4.9609635410217265,508.0,2.0,8.75793548003891,другое,True,True,Обе платформы,район Раменки,8.131824785007195
15931,https://docdoc.ru/doctor/Klyueva_Elena_7,1870.0,34.0,4.125,0.0,2.0,4.2703514698675145,функциональный диагност,True,True,Обе платформы,,7.534228326274089
15937,https://prodoctorov.ru/moskva/vrach/1080702-klyukina/,3000.0,,2.4166666666666665,1.0,2.0,12.084885595331063,акушер,False,True,ProDoctorov,район Покровское-Стрешнево,8.006700845440367
15943,https://prodoctorov.ru/moskva/vrach/681427-klyuchnikov/,4000.0,,5.0,311.0,1.0,12.237602951707638,онколог,False,True,ProDoctorov,,8.294299608857235
15946,https://docdoc.ru/doctor/Klyuchnikova_Yuliya,3000.0,6.0,4.627408464646682,25.0,2.0,11.257863787191969,акушер,False,True,Обе платформы,район Измайлово,8.006700845440367
15952,https://prodoctorov.ru/moskva/vrach/1307237-klyachina/,3000.0,,,0.0,2.0,14.21673317966726,акушер,False,True,ProDoctorov,,8.006700845440367
15953,https://docdoc.ru/doctor/Klyonov_Viktor,7850.0,6.0,3.6000000000000005,0.0,2.0,18.018573836800037,невролог,False,True,Обе платформы,,8.968396191198256
15966,https://docdoc.ru/doctor/Knyazev_Aleksey,4700.0,21.0,4.5524386356309,128.0,5.0,0.290742422032002,терапевт,False,True,Обе платформы,Тверской район,8.45553053102413
